class,words
ham,"['mm', 'umma', 'ask', 'vava', 'also', 'to', 'come', 'tell', 'him', 'can', 'play', 'later', 'together']"
ham,"['well', 'the', 'general', 'price', 'is', 'ltgt', 'oz', 'let', 'me', 'know', 'ifwhenhow', 'much', 'you', 'want']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['each', 'moment', 'in', 'dayhas', 'its', 'own', 'valuemorning', 'brings', 'hopeafternoon', 'brings', 'faithevening', 'brings', 'luvnight', 'brings', 'restwish', 'find', 'them', 'all', 'todaygood', 'morning']"
ham,"['ltgt', 'jetton', 'ave', 'if', 'you', 'forgot']"
ham,"['ok', 'im', 'coming', 'home', 'now']"
ham,"['can', 'not', 'use', 'foreign', 'stamps', 'in', 'this', 'country']"
spam,"['double', 'mins', 'and', 'txts', 'months', 'free', 'bluetooth', 'on', 'orange', 'available', 'on', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd', 'on', 'or', 'calloptoutndx']"
ham,"['sorry', 'its', 'lot', 'of', 'friendofafriend', 'stuff', 'im', 'just', 'now', 'about', 'to', 'talk', 'to', 'the', 'actual', 'guy', 'who', 'wants', 'to', 'buy']"
spam,"['free', 'for', 'st', 'week', 'no', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', 'wwq', 'normptone']"
spam,"['want', 'to', 'funk', 'up', 'ur', 'fone', 'with', 'weekly', 'new', 'tone', 'reply', 'tonesu', 'this', 'text', 'wwwringtonescouk', 'the', 'original', 'best', 'tones', 'gbp', 'network', 'operator', 'rates', 'apply']"
spam,"['cmon', 'babe', 'make', 'me', 'horny', 'turn', 'me', 'on', 'txt', 'me', 'your', 'fantasy', 'now', 'babe', 'im', 'hot', 'sticky', 'and', 'need', 'you', 'now', 'all', 'replies', 'cost', 'cancel', 'send', 'stop']"
ham,"['will', 'come', 'tomorrow', 'di']"
ham,"['wylie', 'update', 'my', 'weed', 'dealer', 'carlos', 'went', 'to', 'freedom', 'and', 'had', 'class', 'with', 'lunsford']"
ham,"['are', 'you', 'happy', 'baby', 'are', 'you', 'alright', 'did', 'you', 'take', 'that', 'job', 'hope', 'your', 'fine', 'send', 'you', 'kiss', 'to', 'make', 'you', 'smile', 'from', 'across', 'the', 'sea', 'kiss', 'kiss']"
ham,"['movie', 'is', 'juz', 'last', 'minute', 'decision', 'mah', 'juz', 'watch', 'lar', 'but', 'tot', 'not', 'interested']"
ham,"['how', 'are', 'you', 'enjoying', 'this', 'semester', 'take', 'care', 'brother']"
spam,"['important', 'information', 'orange', 'user', 'xxxxxx', 'today', 'is', 'ur', 'lucky', 'day', 'find', 'out', 'why', 'log', 'onto', 'httpwwwurawinnercom', 'theres', 'fantastic', 'prizeawaiting', 'you']"
ham,"['get', 'the', 'door', 'im', 'here']"
ham,"['lets', 'use', 'it', 'next', 'week', 'princess']"
ham,"['or', 'go', 'home', 'first', 'lar', 'wait', 'me', 'lor', 'put', 'down', 'my', 'stuff', 'first']"
ham,"['want', 'kfc', 'its', 'tuesday', 'only', 'buy', 'meals', 'only', 'no', 'gravy', 'only', 'mark']"
ham,"['no', 'dahe', 'is', 'stupid', 'daalways', 'sending', 'like', 'thisdon', 'believe', 'any', 'of', 'those', 'messagepandy', 'is', 'mental']"
ham,"['oi', 'when', 'you', 'gonna', 'ring']"
spam,"['missed', 'call', 'alert', 'these', 'numbers', 'called', 'but', 'left', 'no', 'message']"
ham,"['attended', 'but', 'nothing', 'is', 'there']"
ham,"['ard', 'like', 'dat', 'lor', 'we', 'juz', 'meet', 'in', 'mrt', 'station', 'then', 'dun', 'haf', 'to', 'come', 'out']"
ham,"['no', 'dear', 'was', 'sleeping']"
ham,"['er', 'mw', 'im', 'filled', 'tuth', 'is', 'aight']"
ham,"['will', 'be', 'office', 'around', 'pm', 'now', 'am', 'going', 'hospital']"
ham,"['actually', 'im', 'waiting', 'for', 'weeks', 'when', 'they', 'start', 'putting', 'ad']"
ham,"['anything', 'lor', 'if', 'they', 'all', 'go', 'then', 'go', 'lor']"
ham,"['free', 'on', 'sat', 'rite', 'wan', 'watch', 'infernal', 'affairs', 'wif', 'me', 'darren', 'mayb', 'xy']"
ham,"['plz', 'note', 'if', 'anyone', 'calling', 'from', 'mobile', 'co', 'amp', 'asks', 'to', 'type', 'ltgt', 'or', 'ltgt', 'do', 'not', 'do', 'so', 'disconnect', 'the', 'callcoz', 'it', 'iz', 'an', 'attempt', 'of', 'terrorist', 'to', 'make', 'use', 'of', 'the', 'sim', 'card', 'no', 'itz', 'confirmd', 'by', 'nokia', 'motorola', 'has', 'been', 'verified', 'by', 'cnn', 'ibn']"
ham,"['yo', 'you', 'around', 'friend', 'of', 'mines', 'lookin', 'to', 'pick', 'up', 'later', 'tonight']"
ham,"['stupid', 'auto', 'correct', 'on', 'my', 'phone']"
ham,"['double', 'eviction', 'this', 'week', 'spiral', 'and', 'michael', 'and', 'good', 'riddance', 'to', 'them']"
ham,"['the', 'world', 'suffers', 'lot', 'not', 'because', 'of', 'the', 'violence', 'of', 'bad', 'people', 'but', 'because', 'of', 'the', 'silence', 'of', 'good', 'people', 'gud', 'night']"
ham,"['ok', 'thats', 'cool', 'its', 'just', 'off', 'either', 'raglan', 'rd', 'or', 'edward', 'rd', 'behind', 'the', 'cricket', 'ground', 'gimme', 'ring', 'when', 'ur', 'closeby', 'see', 'you', 'tuesday']"
ham,"['buy', 'one', 'egg', 'for', 'me', 'daplease']"
ham,"['have', 'you', 'started', 'in', 'skye']"
ham,"['have', 'you', 'bookedthe', 'hut', 'and', 'also', 'your', 'time', 'off', 'how', 'are', 'you', 'by', 'the', 'way']"
ham,"['and', 'several', 'to', 'you', 'sir']"
ham,"['really', 'pig', 'leh', 'sleep', 'so', 'much', 'my', 'dad', 'wake', 'me', 'up', 'at', 'smth', 'eat', 'lunch', 'today']"
ham,"['im', 'at', 'home', 'please', 'call']"
ham,"['my', 'love', 'hope', 'your', 'not', 'doing', 'anything', 'drastic', 'dont', 'you', 'dare', 'sell', 'your', 'pc', 'or', 'your', 'phone']"
ham,"['now', 'only', 'reached', 'home', 'am', 'very', 'tired', 'now', 'will', 'come', 'tomorro']"
spam,"['freemsg', 'our', 'records', 'indicate', 'you', 'may', 'be', 'entitled', 'to', 'pounds', 'for', 'the', 'accident', 'you', 'had', 'to', 'claim', 'for', 'free', 'reply', 'with', 'yes', 'to', 'this', 'msg', 'to', 'opt', 'out', 'text', 'stop']"
spam,"['can', 'win', 'of', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'now', 'txt', 'the', 'word', 'draw', 'to', 'tscs', 'wwwidewcom', 'skillgame', 'winaweek', 'age', 'ppermesssubscription']"
ham,"['life', 'style', 'garments', 'account', 'no', 'please']"
ham,"['lol', 'wtf', 'random', 'btw', 'is', 'that', 'your', 'lunch', 'break']"
ham,"['sez', 'hows', 'de', 'arab', 'boy', 'hope', 'all', 'good', 'give', 'my', 'love', 'evry', 'love', 'ya', 'eshxxxxxxxxxxx']"
ham,"['the', 'lay', 'man', 'just', 'to', 'let', 'you', 'know', 'you', 'are', 'missed', 'and', 'thought', 'off', 'do', 'have', 'great', 'day', 'and', 'if', 'you', 'can', 'send', 'me', 'bimbo', 'and', 'ugos', 'numbers', 'ill', 'appreciate', 'safe']"
ham,"['detroit', 'the', 'home', 'of', 'snow', 'enjoy', 'it']"
spam,"['show', 'ur', 'colours', 'euro', 'offer', 'get', 'an', 'england', 'flag', 'lions', 'tone', 'on', 'ur', 'phone', 'click', 'on', 'the', 'following', 'service', 'message', 'for', 'info']"
ham,['okie']
ham,"['aight', 'im', 'chillin', 'in', 'friends', 'room', 'so', 'text', 'me', 'when', 'youre', 'on', 'the', 'way']"
ham,"['is', 'toshiba', 'portege', 'gd']"
ham,"['well', 'welp', 'is', 'sort', 'of', 'semiobscure', 'internet', 'thing']"
spam,"['text', 'pass', 'to', 'to', 'collect', 'your', 'polyphonic', 'ringtones', 'normal', 'gprs', 'charges', 'apply', 'only', 'enjoy', 'your', 'tones']"
spam,"['accordingly', 'repeat', 'just', 'text', 'the', 'word', 'ok', 'on', 'your', 'mobile', 'phone', 'and', 'send']"
ham,"['loosu', 'go', 'to', 'hospital', 'de', 'dont', 'let', 'it', 'careless']"
ham,"['how', 'much', 'for', 'an', 'eighth']"
ham,"['omg', 'joanna', 'is', 'freaking', 'me', 'out', 'shes', 'looked', 'thru', 'all', 'my', 'friends', 'to', 'find', 'photos', 'of', 'me', 'and', 'then', 'shes', 'asking', 'about', 'stuff', 'on', 'my', 'myspace', 'which', 'havent', 'even', 'logged', 'on', 'in', 'like', 'year']"
ham,"['send', 'ur', 'birthdate', 'with', 'month', 'and', 'year', 'will', 'tel', 'ur', 'life', 'partners', 'name', 'and', 'the', 'method', 'of', 'calculation', 'reply', 'must']"
ham,"['juz', 'now', 'havent', 'woke', 'up', 'so', 'bit', 'blur', 'blur', 'can', 'dad', 'went', 'out', 'liao', 'cant', 'cum', 'now', 'oso']"
ham,"['how', 'about', 'clothes', 'jewelry', 'and', 'trips']"
spam,"['block', 'breaker', 'now', 'comes', 'in', 'deluxe', 'format', 'with', 'new', 'features', 'and', 'great', 'graphics', 'from', 'tmobile', 'buy', 'for', 'just', 'by', 'replying', 'get', 'bbdeluxe', 'and', 'take', 'the', 'challenge']"
ham,"['aah', 'cuddle', 'would', 'be', 'lush', 'id', 'need', 'lots', 'of', 'tea', 'and', 'soup', 'before', 'any', 'kind', 'of', 'fumbling']"
spam,"['important', 'information', 'orange', 'user', 'today', 'is', 'your', 'lucky', 'dayfind', 'out', 'why', 'log', 'onto', 'httpwwwurawinnercom', 'theres', 'fantastic', 'surprise', 'awaiting', 'you']"
ham,"['am', 'late', 'will', 'be', 'there', 'at']"
ham,"['sad', 'story', 'of', 'man', 'last', 'week', 'was', 'my', 'bday', 'my', 'wife', 'didnt', 'wish', 'me', 'my', 'parents', 'forgot', 'so', 'did', 'my', 'kids', 'went', 'to', 'work', 'even', 'my', 'colleagues', 'did', 'not', 'wish']"
ham,"['are', 'you', 'plans', 'with', 'your', 'family', 'set', 'in', 'stone']"
ham,"['pls', 'dont', 'forget', 'to', 'study']"
ham,"['youll', 'never', 'believe', 'this', 'but', 'have', 'actually', 'got', 'off', 'at', 'taunton', 'wow']"
ham,"['den', 'only', 'weekdays', 'got', 'special', 'price', 'haiz', 'cant', 'eat', 'liao', 'cut', 'nails', 'oso', 'muz', 'wait', 'until', 'finish', 'drivin', 'wat', 'lunch', 'still', 'muz', 'eat', 'wat']"
ham,"['she', 'just', 'broke', 'down', 'list', 'of', 'reasons', 'why', 'nobodys', 'in', 'town', 'and', 'cant', 'tell', 'if', 'shes', 'being', 'sarcastic', 'or', 'just', 'faggy']"
ham,"['ltdecimalgt', 'but', 'its', 'not', 'common', 'car', 'here', 'so', 'its', 'better', 'to', 'buy', 'from', 'china', 'or', 'asia', 'or', 'if', 'find', 'it', 'less', 'expensive', 'ill', 'holla']"
ham,"['the', 'greatest', 'test', 'of', 'courage', 'on', 'earth', 'is', 'to', 'bear', 'defeat', 'without', 'losing', 'heartgn', 'tc']"
ham,"['sorry', 'im', 'stil', 'fucked', 'after', 'last', 'nite', 'went', 'tobed', 'at', 'got', 'up', 'work', 'at']"
ham,"['hey', 'so', 'whats', 'the', 'plan', 'this', 'sat']"
ham,"['beauty', 'sleep', 'can', 'help', 'ur', 'pimples', 'too']"
ham,"['great', 'hope', 'you', 'are', 'using', 'your', 'connections', 'from', 'mode', 'men', 'also', 'cos', 'you', 'can', 'never', 'know', 'why', 'old', 'friends', 'can', 'lead', 'you', 'to', 'today']"
spam,"['natalja', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend', 'reply', 'yes', 'or', 'no', 'see', 'her', 'wwwsmsacunat', 'stop', 'send', 'stop', 'frnd', 'to']"
ham,"['where', 'to', 'get', 'those']"
ham,"['kind', 'of', 'just', 'missed', 'train', 'cos', 'of', 'asthma', 'attack', 'nxt', 'one', 'in', 'half', 'hr', 'so', 'driving', 'in', 'not', 'sure', 'where', 'to', 'park']"
ham,"['ball', 'is', 'moving', 'lotwill', 'spin', 'in', 'last', 'so', 'very', 'difficult', 'to', 'bat']"
ham,"['haiyoh', 'maybe', 'your', 'hamster', 'was', 'jealous', 'of', 'million']"
ham,"['can', 'you', 'please', 'send', 'me', 'my', 'auntys', 'number']"
ham,"['im', 'glad', 'you', 'are', 'following', 'your', 'dreams']"
ham,"['ive', 'reached', 'home', 'finally']"
spam,"['urgent', 'important', 'information', 'for', 'user', 'today', 'is', 'your', 'lucky', 'day', 'find', 'out', 'why', 'log', 'onto', 'httpwwwurawinnercom', 'there', 'is', 'fantastic', 'surprise', 'awaiting', 'you']"
spam,"['winner', 'as', 'valued', 'network', 'customer', 'you', 'have', 'been', 'selected', 'to', 'receivea', 'prize', 'reward', 'to', 'claim', 'call', 'claim', 'code', 'kl', 'valid', 'hours', 'only']"
ham,"['wn', 'hurt', 'by', 'prsn', 'who', 'close', 'do', 'fight', 'wit', 'dem', 'coz', 'somtimes', 'dis', 'fight', 'saves', 'relation', 'bt', 'being', 'quiet', 'leaves', 'nothin', 'in', 'relation', 'gud', 'eveb']"
ham,"['can', 'call', 'now']"
ham,"['science', 'tells', 'that', 'chocolate', 'will', 'melt', 'under', 'the', 'sunlight', 'please', 'dont', 'walk', 'under', 'the', 'sunlight', 'bcozi', 'dont', 'want', 'to', 'loss', 'sweet', 'friend']"
ham,"['yes', 'come', 'to', 'nyc', 'for', 'audiitions', 'and', 'am', 'trying', 'to', 'relocate']"
ham,"['pocked', 'you', 'up', 'there', 'before']"
ham,"['congrats', 'thats', 'great', 'wanted', 'to', 'tell', 'you', 'not', 'to', 'tell', 'me', 'your', 'score', 'cos', 'it', 'might', 'make', 'me', 'relax', 'but', 'its', 'motivating', 'me', 'so', 'thanks', 'for', 'sharing']"
ham,"['wud', 'never', 'mind', 'if', 'dont', 'miss', 'me', 'or', 'if', 'dont', 'need', 'me', 'but', 'wil', 'really', 'hurt', 'me', 'wen', 'need', 'me', 'amp', 'dont', 'tell', 'me', 'take', 'care']"
ham,"['hey', 'mr', 'whats', 'the', 'name', 'of', 'that', 'bill', 'brison', 'book', 'the', 'one', 'about', 'language', 'and', 'words']"
ham,"['okay', 'good', 'no', 'problem', 'and', 'thanx']"
ham,"['for', 'you', 'information', 'ikea', 'is', 'spelled', 'with', 'all', 'caps', 'that', 'is', 'not', 'yelling', 'when', 'you', 'thought', 'had', 'left', 'you', 'you', 'were', 'sitting', 'on', 'the', 'bed', 'among', 'the', 'mess', 'when', 'came', 'in', 'said', 'we', 'were', 'going', 'after', 'you', 'got', 'home', 'from', 'class', 'please', 'dont', 'try', 'and', 'bullshit', 'me', 'it', 'makes', 'me', 'want', 'to', 'listen', 'to', 'you', 'less']"
ham,"['call', 'me', 'when', 'ure', 'done']"
ham,['gwr']
ham,"['you', 'best', 'watch', 'what', 'you', 'say', 'cause', 'get', 'drunk', 'as', 'motherfucker']"
spam,"['kit', 'strip', 'you', 'have', 'been', 'billed', 'netcollex', 'ltd', 'po', 'box', 'ig', 'oja']"
spam,"['hmv', 'bonus', 'special', 'pounds', 'of', 'genuine', 'hmv', 'vouchers', 'to', 'be', 'won', 'just', 'answer', 'easy', 'questions', 'play', 'now', 'send', 'hmv', 'to', 'more', 'infowwwpercentrealcom']"
spam,"['please', 'call', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']"
spam,"['thesmszonecom', 'lets', 'you', 'send', 'free', 'anonymous', 'and', 'masked', 'messagesim', 'sending', 'this', 'message', 'from', 'theredo', 'you', 'see', 'the', 'potential', 'for', 'abuse']"
spam,"['well', 'done', 'your', 'costa', 'del', 'sol', 'holiday', 'or', 'await', 'collection', 'call', 'now', 'toclaim', 'sae', 'tcs', 'pobox', 'stockport', 'skxh', 'cost', 'pm', 'maxmins']"
ham,"['hurt', 'me', 'tease', 'me', 'make', 'me', 'cry', 'but', 'in', 'the', 'end', 'of', 'my', 'life', 'when', 'die', 'plz', 'keep', 'one', 'rose', 'on', 'my', 'grave', 'and', 'say', 'stupid', 'miss', 'have', 'nice', 'day', 'bslvyl']"
ham,"['erm', 'woodland', 'avenue', 'somewhere', 'do', 'you', 'get', 'the', 'parish', 'magazine', 'his', 'telephone', 'number', 'will', 'be', 'in', 'there']"
ham,"['are', 'there', 'ta', 'jobs', 'available', 'let', 'me', 'know', 'please', 'cos', 'really', 'need', 'to', 'start', 'working']"
ham,"['aiyar', 'hard', 'type', 'later', 'free', 'then', 'tell', 'me', 'then', 'call', 'scold', 'tell']"
ham,"['yup', 'im', 'free']"
ham,"['good', 'good', 'billy', 'mates', 'all', 'gone', 'just', 'been', 'jogging', 'again', 'did', 'enjoy', 'concert']"
ham,"['yo', 'come', 'over', 'carlos', 'will', 'be', 'here', 'soon']"
ham,"['awww', 'dat', 'is', 'sweet', 'we', 'can', 'think', 'of', 'something', 'to', 'do', 'he', 'he', 'have', 'nice', 'time', 'tonight', 'ill', 'probably', 'txt', 'later', 'cos', 'im', 'lonely', 'xxx']"
ham,"['guess', 'it', 'is', 'useless', 'calling', 'something', 'important']"
ham,"['ha', 'ha', 'had', 'popped', 'down', 'to', 'the', 'loo', 'when', 'you', 'helloed', 'me', 'hello']"
ham,"['he', 'dint', 'tell', 'anything', 'he', 'is', 'angry', 'on', 'me', 'that', 'why', 'you', 'told', 'to', 'abi']"
spam,"['someone', 'know', 'has', 'asked', 'our', 'dating', 'service', 'contact', 'you', 'cant', 'guess', 'who', 'call', 'now', 'all', 'will', 'be', 'revealed', 'po', 'box', 'wu']"
ham,"['it', 'so', 'happens', 'that', 'there', 'waxsto', 'do', 'wat', 'you', 'want', 'she', 'can', 'come', 'and', 'ill', 'get', 'her', 'medical', 'insurance', 'and', 'shell', 'be', 'able', 'to', 'deliver', 'and', 'have', 'basic', 'care', 'im', 'currently', 'shopping', 'for', 'the', 'right', 'medical', 'insurance', 'for', 'her', 'so', 'just', 'give', 'me', 'til', 'friday', 'morning', 'thats', 'when', 'ill', 'see', 'the', 'major', 'person', 'that', 'can', 'guide', 'me', 'to', 'the', 'right', 'insurance']"
ham,"['keep', 'ten', 'rs', 'in', 'my', 'shelf', 'buy', 'two', 'egg']"
ham,"['wasnt', 'well', 'babe', 'have', 'swollen', 'glands', 'at', 'my', 'throat', 'what', 'did', 'you', 'end', 'up', 'doing']"
ham,"['is', 'ur', 'changes', 'da', 'report', 'big', 'cos', 'ive', 'already', 'made', 'changes', 'da', 'previous', 'report']"
ham,"['captain', 'is', 'in', 'our', 'room']"
ham,"['cant', 'speak', 'bcaz', 'mobile', 'have', 'problem', 'can', 'listen', 'you', 'but', 'you', 'cannt', 'listen', 'my', 'voice', 'so', 'calls', 'you', 'later']"
ham,"['hiya', 'stu', 'wot', 'up', 'im', 'in', 'so', 'much', 'truble', 'at', 'home', 'at', 'moment', 'evone', 'hates', 'me', 'even', 'wot', 'the', 'hell', 'av', 'done', 'now', 'wont', 'just', 'tell', 'me', 'text', 'bck', 'please', 'luv', 'dan']"
ham,"['si', 'will', 'take', 'mokka', 'players', 'only']"
ham,"['are', 'you', 'still', 'playing', 'with', 'gautham']"
ham,"['hey', 'mr', 'and', 'are', 'going', 'to', 'the', 'sea', 'view', 'and', 'having', 'couple', 'of', 'gays', 'mean', 'games', 'give', 'me', 'bell', 'when', 'ya', 'finish']"
ham,"['jason', 'says', 'hes', 'gonna', 'be', 'around', 'so', 'ill', 'be', 'up', 'there', 'around', 'ltgt']"
ham,"['sorry', 'will', 'be', 'able', 'to', 'get', 'to', 'you', 'see', 'you', 'in', 'the', 'morning']"
ham,"['aight', 'well', 'keep', 'me', 'informed']"
ham,"['am', 'not', 'having', 'her', 'number', 'sir']"
ham,"['am', 'only', 'searching', 'for', 'good', 'dual', 'sim', 'mobile', 'pa']"
ham,"['that', 'seems', 'unnecessarily', 'hostile']"
ham,"['dude', 'got', 'haircut', 'now', 'its', 'breezy', 'up', 'there']"
spam,"['congrats', 'mobile', 'videophones', 'yours', 'call', 'now', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx', 'ip', 'we', 'pm']"
ham,"['appledayno', 'doctor', 'tulsi', 'leafdayno', 'cancer', 'lemondayno', 'fat', 'cup', 'milkdayno', 'bone', 'problms', 'litres', 'watrdayno', 'diseases', 'snd', 'ths', 'whom', 'care']"
ham,"['thought', 'we', 'were', 'doing', 'king', 'of', 'the', 'hill', 'thing', 'there']"
ham,"['nope', 'ill', 'come', 'online', 'now']"
ham,"['also', 'tell', 'him', 'said', 'happy', 'birthday']"
ham,"['bishan', 'lei', 'tot', 'say', 'lavender']"
ham,"['boo', 'what', 'time', 'get', 'out', 'were', 'supposed', 'to', 'take', 'me', 'shopping', 'today']"
ham,"['now', 'sound', 'like', 'manky', 'scouse', 'boy', 'stevelike', 'is', 'travelling', 'on', 'da', 'bus', 'homewot', 'has', 'inmind', 'recreation', 'dis', 'eve']"
ham,"['fyi', 'im', 'taking', 'quick', 'shower', 'be', 'at', 'epsilon', 'in', 'like', 'ltgt', 'min']"
ham,"['on', 'tuesday', 'night', 'real']"
ham,"['yes', 'when', 'is', 'the', 'appt', 'again']"
ham,"['just', 'got', 'outta', 'class', 'gonna', 'go', 'gym']"
ham,"['want', 'to', 'sent', 'ltgt', 'mesages', 'today', 'thats', 'sorry', 'if', 'hurts']"
ham,"['all', 'write', 'or', 'wat']"
ham,"['ha', 'wouldnt', 'say', 'that', 'just', 'didnt', 'read', 'anything', 'into', 'way', 'seemed', 'dont', 'like', 'be', 'judgementali', 'save', 'that', 'for', 'fridays', 'in', 'the', 'pub']"
ham,"['its', 'valentine', 'game', 'send', 'dis', 'msg', 'to', 'all', 'ur', 'friends', 'if', 'answers', 'same', 'then', 'someone', 'really', 'loves', 'ques', 'which', 'colour', 'suits', 'me', 'the', 'best']"
ham,"['hidid', 'you', 'asked', 'to', 'waheeda', 'fathima', 'about', 'leave']"
ham,"['enjoy', 'urself', 'tmr']"
ham,"['you', 'still', 'around', 'could', 'use', 'halfth']"
spam,"['have', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on']"
ham,"['you', 'give', 'us', 'back', 'my', 'id', 'proof', 'and', 'ltgt', 'rs', 'we', 'wont', 'allow', 'you', 'to', 'work', 'we', 'will', 'come', 'to', 'your', 'home', 'within', 'days']"
ham,"['bot', 'notes', 'oredi', 'cos', 'juz', 'rem', 'got']"
ham,"['yes', 'rent', 'is', 'very', 'expensive', 'so', 'its', 'the', 'way', 'we', 'save']"
ham,"['night', 'has', 'ended', 'for', 'another', 'day', 'morning', 'has', 'come', 'in', 'special', 'way', 'may', 'you', 'smile', 'like', 'the', 'sunny', 'rays', 'and', 'leaves', 'your', 'worries', 'at', 'the', 'blue', 'blue', 'bay', 'gud', 'mrng']"
ham,"['hows', 'the', 'pain', 'deary', 'smiling']"
ham,"['fun', 'fact', 'although', 'you', 'would', 'think', 'armand', 'would', 'eventually', 'build', 'up', 'tolerance', 'or', 'some', 'shit', 'considering', 'how', 'much', 'he', 'smokes', 'he', 'gets', 'fucked', 'up', 'in', 'like', 'hits']"
spam,"['important', 'information', 'orange', 'user', 'xxxxxxx', 'today', 'is', 'your', 'lucky', 'dayfind', 'out', 'why', 'log', 'onto', 'httpwwwurawinnercom', 'theres', 'fantastic', 'surprise', 'awaiting', 'you']"
